AR,B_theta,C0,alpha,case_dir,comparison_C_alpha,comparison_C_mic,comparison_delta,comparison_ratio,estimator,gamma_factor,mean_Erot_i,mean_Etr_i,mean_epsilon_tr_f,mean_epsilon_tr_i,n_used,status,theta_bracket_high,theta_bracket_low,theta_pred,theta_residual,theta_residual_high,theta_residual_low,theta_scan_points,theta_used
3.0,0.5598478684014835,1.2255492538864161,0.5,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR3.0,1.3245371639770942,1.2255492538864161,-0.09898791009067809,0.9252660379921285,hcs-self-consistent,0.14001751219646702,2.03399226486234,1.736893450493271,0.47787686268063295,0.46739683245344965,1000,ok,0.8479646102241847,0.847957710597826,0.8479611604110053,-0.04887031052227164,-0.048875455972468174,0.0020982111236775847,24,0.8479611604110053
3.0,0.5779323746708127,1.173045009208043,0.55,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR3.0,1.171123442490574,1.173045009208043,0.0019215667174690143,1.0016407892180712,hcs-self-consistent,0.13098212203861193,2.0441444296563307,1.803149869549568,0.47933122453968446,0.476117733544084,1000,ok,0.9128624957540761,0.9128555961277174,0.9128590459408967,-0.015617443679511706,-0.01562212410647823,0.005398354694570284,24,0.9128590459408967
3.0,0.5692161823551506,1.1303648955576246,0.6,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR3.0,1.0413146669493134,1.1303648955576246,0.08905022860831124,1.0855171173850813,hcs-self-consistent,0.11835452990431672,1.99962837940569,1.8003579802679583,0.47852412191127447,0.4805132337777361,1000,ok,0.8809034264605979,0.8808965268342392,0.8808999766474186,-0.06020272916404362,-0.06020756543804551,0.003371211403745772,24,0.8808999766474186
3.0,0.5841162450894596,1.0965689609988092,0.65,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR3.0,0.9150209593471803,1.0965689609988092,0.18154800165162888,1.1984085717349622,hcs-self-consistent,0.11114919614170965,1.9941237282189304,1.8376247708897027,0.4887616784346315,0.48079184600333413,1000,ok,0.936348823879076,0.9363419242527173,0.9363453740658967,0.01539727343872177,-0.052742945476226905,0.015401762033201288,24,0.9363453740658967
3.0,0.5565470683018978,1.071033843428607,0.7,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR3.0,0.838978457828658,1.071033843428607,0.2320553855999491,1.2765927818939793,hcs-self-consistent,0.09597904676378367,1.9535652584221135,1.694425235154557,0.47429640996032957,0.4688952407688321,1000,ok,0.8366906207540761,0.8366837211277174,0.8366871709408967,0.014705508776583193,-0.007181103909616793,0.014710401916849497,24,0.8366871709408967
3.0,0.5584872677509837,1.048470697136157,0.75,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR3.0,0.7755708132758463,1.048470697136157,0.2728998838603107,1.3518697186497253,hcs-self-consistent,0.08173491431973837,2.0297302479133026,1.713940218513674,0.46526173086821404,0.4645975701165982,1000,ok,0.8433211616847827,0.8432659646739131,0.8432935631793479,-2.214513510623295e-06,-4.28236636479673e-05,3.839579116290959e-05,24,0.8432935631793479
3.0,0.591125773972624,1.0302109832021644,0.8,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR3.0,0.6522827201090535,1.0302109832021644,0.3779282630931109,1.5793933388729446,hcs-self-consistent,0.0698482722292333,2.028486405935498,1.930575040531982,0.49376550494830423,0.4909398090397979,1000,ok,0.963830035665761,0.9638231360394023,0.9638265858525816,0.03748325813882307,-0.02701678780719094,0.037487509860704996,24,0.9638265858525816
3.0,0.5849594271164239,1.016062079309098,0.85,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR3.0,0.5222363728766929,1.016062079309098,0.4938257064324051,1.9455980702994888,hcs-self-consistent,0.0521908902239536,1.9970511147705798,1.8467782513206514,0.4783449261319705,0.4847387936472726,1000,ok,0.9396054475203803,0.9395985478940216,0.939601997707201,-0.05976014815290316,-0.059764451450803134,0.03175692885482059,24,0.939601997707201
3.0,0.592904434220866,1.0039340352867543,0.9,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR3.0,0.2759798589750988,1.0039340352867543,0.7279541763116555,3.637707617559648,hcs-self-consistent,0.035950469891113425,2.0109251835397894,1.9298833005061755,0.49098979610723426,0.489826858606679,1000,ok,0.9709642493206521,0.9709366508152173,0.9709504500679347,-3.656859653283773e-08,-1.6844755813739953e-05,1.6771812116386786e-05,24,0.9709504500679347
3.0,0.5809253834170975,0.9936919622421966,0.95,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR3.0,-0.2531117988342195,0.9936919622421966,1.246803761076416,-3.9259013875249424,hcs-self-consistent,0.019046807624056587,1.9711662599703277,1.8574095737347869,0.4913435238427146,0.48902705514392353,1000,ok,0.9241433848505434,0.9241364852241847,0.924139935037364,0.021521638514713275,-0.03213191088370624,0.021526195038419217,24,0.924139935037364
3.0,nan,0.0,1.0,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_1.00_r1.00_AR3.0,,0.0,,,hcs-self-consistent,,,,,,0,elastic_alpha_by_convention,,,nan,,,,,nan
