AR,B_theta,C0,C0_bootstrap_stderr,C0_ci95_high,C0_ci95_low,alpha,bootstrap_samples,bracket_high,bracket_low,case_dir,comparison_C_alpha,comparison_C_mic,comparison_delta,comparison_delta_mic,comparison_ratio,estimator,gamma_factor,mean_A,mean_Erot_i,mean_Etr_i,mean_delta_E_closure,mean_epsilon_tr_f,mean_epsilon_tr_i,n_used,negative_due_to_exchange,residual,residual_high,residual_low,status,theta_used
1.5,0.41150537670152654,2.478534519672394,,,,0.5,0,2.478534698486328,2.4785343408584595,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR1.5,2.5681761207137774,1.5093283536114106,-0.08964160104138363,0.9692061660609832,0.9650952283535487,hcs-fixed-point,0.161697802128126,0.2603059937804354,2.003394581777327,0.933836861016849,0.4749438686414427,0.42300396803277834,0.3507127828449559,20000,False,-6.400647512005975e-09,-7.745056040953102e-08,6.464926544103022e-08,ok,0.46616724595269443
1.5,0.454181565651738,2.1369688361883163,,,,0.55,0,2.1369688808918,2.1369687914848328,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR1.5,2.1314740264114036,1.4812042276573103,0.005494809776912746,0.655764608531006,1.0025779388858722,hcs-fixed-point,0.15024379479728725,0.2233830018077767,1.9913873833566729,1.1066621169162403,0.4654627133908419,0.4412956254055758,0.3838683553912486,20000,False,-1.4365075795552684e-09,-1.99541674295034e-08,1.7081152436926317e-08,ok,0.5547407184882599
1.5,0.48484989905804293,1.8986497819423676,,,,0.6,0,1.8986498713493347,1.8986496925354004,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR1.5,1.882724642495667,1.4601490478111951,0.015925139446700598,0.4385007341311724,1.008458560050285,hcs-fixed-point,0.13811169489648176,0.18550443623313018,2.013148910467226,1.2496840011658157,0.450635383589662,0.4531815191111301,0.4052326633821825,20000,False,4.550995386098933e-09,-3.259055100790498e-08,4.169254166908054e-08,ok,0.6274545330529102
1.5,0.5082511732150824,1.6870411932468414,,,,0.65,0,1.6870412826538086,1.6870411038398743,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR1.5,1.6711231156253243,1.4445782633668778,0.01591807762151709,0.24246292987996365,1.0095253769591719,hcs-fixed-point,0.12636509140420704,0.14325577718328666,2.007586104351061,1.376897144921758,0.42768053515036736,0.45893724820003073,0.4249859530393195,20000,False,5.936580393939295e-09,-3.0224216934771064e-08,4.209737775040523e-08,ok,0.689038991088273
1.5,0.5313361928239307,1.6237192451953888,,,,0.7,0,1.623719334602356,1.6237191557884216,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR1.5,1.5421375860063524,1.4319261544645283,0.08158165918903637,0.19179309073086048,1.0529016735791434,hcs-fixed-point,0.11210698886998485,0.12684304727470308,2.0059799869717883,1.513061497006127,0.39450914447732716,0.4722625713289962,0.44403140359242127,20000,False,-5.504981082093963e-09,-3.945160373386436e-08,2.8441641514165283e-08,ok,0.7558171190637962
1.5,0.5463204307701585,1.5003968179225922,,,,0.75,0,1.5003969073295593,1.500396728515625,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR1.5,1.4718587222065966,1.421650020330252,0.028538095715995526,0.07874679759234016,1.0193891541935571,hcs-fixed-point,0.09452729450348331,0.0912721867337719,1.9916293410604609,1.6033093720460068,0.33981983045578834,0.47711092351403767,0.45780996605123936,20000,False,-1.2091248835499613e-09,-3.096906020516599e-08,2.855081046582164e-08,ok,0.8027992557207757
1.5,0.5587153394176015,1.4915333688259125,,,,0.8,0,1.4915334582328796,1.4915332794189453,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR1.5,1.3834437226407261,1.4124472858880182,0.10808964618518635,0.07908608293789432,1.0781308588244298,hcs-fixed-point,0.07923670684978451,0.0789788738144953,2.002305310165378,1.673751272608637,0.2912786178124852,0.48106303832738506,0.46441496645028785,20000,False,6.226299309464167e-09,-1.9443476745317767e-08,3.189607530873495e-08,ok,0.8440739645322826
1.5,0.5710395924274565,1.3884961307048798,,,,0.85,0,1.388496220111847,1.3884960412979126,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR1.5,1.2633701138575457,1.404815601419058,0.12512601684733404,-0.016319470714178275,1.0990414570321576,hcs-fixed-point,0.06131139982375078,0.051224019796097926,2.00863875239157,1.7813756248690682,0.2323710868219908,0.4880623896825782,0.4782629990933174,20000,False,3.2804892274862496e-09,-1.7367442789462118e-08,2.392842121667904e-08,ok,0.887478319438895
1.5,0.5842748501364635,1.139765053987503,,,,0.9,0,1.1397651433944702,1.1397649645805359,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR1.5,1.1196734869471359,1.3979977588755108,0.020091567040367186,-0.25823270488800776,1.0179441303867507,hcs-fixed-point,0.04205258105568856,0.013327165187223516,2.0053404161084862,1.8795896132732348,0.16337133495625336,0.4879353397397242,0.4863606201751225,20000,False,3.483635935275231e-09,-1.1111506756367184e-08,1.8078778626917646e-08,ok,0.936956945918482
1.5,0.5917825754906034,1.0981606841087341,,,,0.95,0,1.0981608629226685,1.0981605052947998,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR1.5,1.0547749609427612,1.3920246923319524,0.04338572316597289,-0.29386400822321823,1.0411326821099305,hcs-fixed-point,0.021599380906760446,0.004902641129942024,1.98859322149105,1.9212019570345866,0.08444915532839067,0.49344329574365864,0.49207059535910186,20000,False,1.2480823111116202e-09,-1.3848788581183324e-08,1.6344953189528777e-08,ok,0.9664499683419421
1.5,0.5917825754906034,0.0,,,,1.0,,,,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_1.00_r1.00_AR1.5,,0.0,,0.0,,hcs-fixed-point,,,,,,,,0,,0.0,,,elastic_alpha_by_convention,0.9664499683419421
