AR,B_theta,C0,alpha,case_dir,comparison_C_alpha,comparison_C_mic,comparison_delta,comparison_ratio,estimator,gamma_factor,mean_Erot_i,mean_Etr_i,mean_epsilon_tr_f,mean_epsilon_tr_i,n_used,status,theta_bracket_high,theta_bracket_low,theta_pred,theta_residual,theta_residual_high,theta_residual_low,theta_scan_points,theta_used
1.5,0.5207321695202387,1.5093283536114106,0.5,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR1.5,2.5681761207137774,1.5093283536114106,-1.0588477671023668,0.5877043795547482,hcs-self-consistent,0.161697802128126,2.03399226486234,1.4836863013324555,0.46772668163023784,0.4359695402512912,1000,ok,0.7243716032608696,0.72431640625,0.7243440047554348,2.4589918150019763e-06,-3.5619434079037227e-05,4.053871984954771e-05,24,0.7243440047554348
1.5,0.5360984018174338,1.4812042276573103,0.55,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR1.5,2.1314740264114036,1.4812042276573103,-0.6502697987540933,0.6949201394450479,hcs-self-consistent,0.15024379479728725,2.0441444296563307,1.5217926633937087,0.47021824221210656,0.44292616735340234,1000,ok,0.7704335088315217,0.770405910326087,0.7704197095788043,8.410580349671459e-07,-1.618196933195204e-05,1.78643501221043e-05,24,0.7704197095788043
1.5,0.5490329924720754,1.4601490478111951,0.6,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR1.5,1.882724642495667,1.4601490478111951,-0.4225755946844718,0.7755510364360442,hcs-self-consistent,0.13811169489648176,1.99962837940569,1.6588025071585235,0.48566032687250427,0.46411069693521123,1000,ok,0.8116932744565215,0.8115828804347824,0.811638077445652,-4.788538183003732e-06,-7.113152853133187e-05,6.155836382054636e-05,24,0.811638077445652
1.5,0.54248605660113,1.4445782633668778,0.65,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR1.5,1.6711231156253243,1.4445782633668778,-0.22654485225844656,0.864435570222081,hcs-self-consistent,0.12636509140420704,1.9941237282189304,1.5513641594443228,0.47290816006197034,0.4470480541684215,1000,ok,0.7904976222826086,0.7904700237771738,0.7904838230298912,-3.6809457477637864e-06,-1.9918643680311154e-05,1.2556997965512684e-05,24,0.7904838230298912
1.5,0.5356525240835153,1.4319261544645283,0.7,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR1.5,1.5421375860063524,1.4319261544645283,-0.11021143154182411,0.9285333341577927,hcs-self-consistent,0.11210698886998485,1.9535652584221135,1.5574284662478208,0.468763668912417,0.4522701721901293,1000,ok,0.7690535835597827,0.7690259850543479,0.7690397843070653,-2.3893700560884135e-06,-1.9096185420869327e-05,1.4317711609812545e-05,24,0.7690397843070653
1.5,0.5373201619929494,1.421650020330252,0.75,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR1.5,1.4718587222065966,1.421650020330252,-0.05020870187634463,0.9658875535275069,hcs-self-consistent,0.09452729450348331,2.0297302479133026,1.5735414501324887,0.46190002904006267,0.4475190012140207,1000,ok,0.7742697010869566,0.7741593070652175,0.774214504076087,7.530339252992402e-06,-5.932780526007875e-05,7.439267262013272e-05,24,0.774214504076087
1.5,0.5796546712401739,1.4124472858880182,0.8,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR1.5,1.3834437226407261,1.4124472858880182,0.02900356324729203,1.020964758285888,hcs-self-consistent,0.07923670684978451,2.028486405935498,1.8414487697549262,0.49830251972935885,0.48160280916841136,1000,ok,0.9193343452785325,0.9193274456521738,0.9193308954653532,-0.0010393349226492377,-0.0010427285465949565,0.020974738046104044,24,0.9193308954653532
1.5,0.5722465382921202,1.404815601419058,0.85,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR1.5,1.2633701138575457,1.404815601419058,0.14144548756151232,1.1119588678013175,hcs-self-consistent,0.06131139982375078,1.9970511147705798,1.7529486819354678,0.48598905327520925,0.4742885334584443,1000,ok,0.8918669327445652,0.8918600331182065,0.8918634829313858,-0.0006611432213831925,-0.0006646660049818148,0.01486473951308219,24,0.8918634829313858
1.5,0.592030392886948,1.3979977588755108,0.9,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR1.5,1.1196734869471359,1.3979977588755108,0.27832427192837494,1.2485762815436887,hcs-self-consistent,0.04205258105568856,2.0109251835397894,1.9229098052360765,0.49864602309271966,0.4891002344208905,1000,ok,0.9674454398777173,0.9674385402513586,0.9674419900645379,0.018847824485152993,-0.012317267172627877,0.01885120630618041,24,0.9674419900645379
1.5,0.5928795625987701,1.3920246923319524,0.95,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR1.5,1.0547749609427612,1.3920246923319524,0.3372497313891911,1.3197361938585992,hcs-self-consistent,0.021599380906760446,1.9711662599703277,1.9512919736994088,0.4991795813552043,0.4989214822969883,1000,ok,0.970853855298913,0.9708469556725543,0.9708504054857336,-0.022597756127238834,-0.022601119645513004,0.012095387501102242,24,0.9708504054857336
1.5,nan,0.0,1.0,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_1.00_r1.00_AR1.5,,0.0,,,hcs-self-consistent,,,,,,0,elastic_alpha_by_convention,,,nan,,,,,nan
