AR,C0,C0_bootstrap_stderr,C0_ci95_high,C0_ci95_low,alpha,bootstrap_samples,case_dir,comparison_C_alpha,comparison_delta,comparison_ratio,denominator,f_tr_model_at_theta,frac_f_req_outside_0_1,mean_delta_Erot_model,mean_delta_Etr_model,mean_f_req,median_f_req,n_single_hit,n_total,n_used,numerator,single_hit_only,status,std_f_req,theta_used,trend,weight_mode,weighted_mean_delta_E
3.0,1.2255492538864161,0.004102155733635575,1.2331930108306037,1.2176637266748365,0.5,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR3.0,1.3245371639770942,-0.09898791009067809,0.9252660379921285,71065.03911747836,0.7353295523318496,0.2924989178158432,-0.4832761364234632,-0.9815897576148022,2.122167415288305,0.5917597,80927,100000,80855,87093.70566783458,True,ok,49.77356876448607,1.0,both reservoirs cool,area,1.4648658940382653
3.0,1.173045009208043,0.003250441183451554,1.179544210546217,1.166438588866257,0.55,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR3.0,1.171123442490574,0.0019215667174690143,1.0016407892180712,65615.20437321317,0.7038270055248258,0.2828315025500196,-0.48822160750856197,-0.8524839872756096,1.9195670780016485,0.591012345,81634,100000,81568,76969.58801816347,True,ok,45.22134254033577,1.0,both reservoirs cool,area,1.3407055947841715
3.0,1.1303648955576246,0.0031771146328900147,1.1373627984871753,1.1238858190907774,0.6,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR3.0,1.0413146669493134,0.08905022860831124,1.0855171173850813,59642.77398356851,0.6782189373345747,0.2735934001752166,-0.4760820534116786,-0.7334553663530873,1.7968178004296316,0.58993531,82239,100000,82184,67418.09798470343,True,ok,45.13860356103365,1.0,both reservoirs cool,area,1.209537419764766
3.0,1.0965689609988092,0.002775317062453603,1.1021434266001053,1.0911091606480605,0.65,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR3.0,0.9150209593471803,0.18154800165162888,1.1984085717349622,53309.177109215714,0.6579413765992855,0.2644446324338042,-0.4450943483881471,-0.628644016934578,1.6807743558554182,0.58857615,82796,100000,82747,58457.18895435418,True,ok,45.11985743098681,1.0,both reservoirs cool,area,1.073738365322725
3.0,1.071033843428607,0.0026170488313640226,1.0762789244112685,1.066272108083706,0.7,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR3.0,0.838978457828658,0.2320553855999491,1.2765927818939793,46616.733325159585,0.6426203060571642,0.25641733701524794,-0.4038577599974004,-0.5289619727668287,1.6386449971247525,0.58758993,83329,100000,83290,49928.0990613321,True,ok,49.8637475941414,1.0,both reservoirs cool,area,0.9328197327642291
3.0,1.048470697136157,0.0024073007794317047,1.0533450460654155,1.04386214427293,0.75,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR3.0,0.7755708132758463,0.2728998838603107,1.3518697186497253,39580.091758254835,0.6290824182816942,0.2486955691139422,-0.3539268511123262,-0.43370845266295815,1.3993562951913916,0.58558637,83781,100000,83753,41498.56639849051,True,ok,44.84005994202248,1.0,both reservoirs cool,area,0.7876353037752842
3.0,1.0302109832021644,0.002195984810489434,1.0338212014183346,1.0257898669792678,0.8,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR3.0,0.6522827201090535,0.3779282630931109,1.5793933388729446,32252.241907726933,0.6181265899212987,0.2422051245517798,-0.2957496030751998,-0.34248905799765794,1.2012086583090653,0.5838960799999999,84244,100000,84222,33226.61384623341,True,ok,43.81801596222199,1.0,both reservoirs cool,area,0.6382386610728578
3.0,1.016062079309098,0.0020143671599422543,1.0202322402948276,1.0130695503512512,0.85,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR3.0,0.5222363728766929,0.4938257064324051,1.9455980702994888,24618.472804446956,0.6096372475854588,0.23511064377783816,-0.2328711369700013,-0.25189142499655853,1.089650884387313,0.5827206,84660,100000,84641,25013.896667100857,True,ok,42.35923374553863,1.0,both reservoirs cool,area,0.4847625619665599
3.0,1.0039340352867543,0.0019243764589833622,1.007337174848244,1.0003701668983493,0.9,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR3.0,0.2759798589750988,0.7279541763116555,3.637707617559648,16700.70964921464,0.6023604211720526,0.22873197051805005,-0.16404118577884713,-0.16315810047142498,0.8087011881487383,0.58095387,85077,100000,85069,16766.41083028849,True,ok,29.13913501208032,1.0,both reservoirs cool,area,0.32719928625027217
3.0,0.9936919622421966,0.0019085863590560838,0.9974825398814374,0.9899912657553543,0.95,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR3.0,-0.2531117988342195,1.246803761076416,-3.9259013875249424,8494.945630387723,0.5962151773453179,0.22266410892247226,-0.09155020757349883,-0.07405877007719215,0.5848347123627609,0.5799174549999999,85500,100000,85492,8441.35919260075,True,ok,0.9360235341890488,1.0,both reservoirs cool,area,0.16560897765069096
3.0,0.0,0.0,0.0,0.0,1.0,200,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_1.00_r1.00_AR3.0,,,,0.0,0.0,0.0,-0.014380995940201721,0.013066222111712966,0.0,0.0,85888,100000,42907,0.0,True,elastic_alpha_by_convention,0.0,1.0,rotational reservoir cools faster,area,0.0013147738284887528
