AR,B_theta,C0,C0_bootstrap_stderr,C0_ci95_high,C0_ci95_low,alpha,bootstrap_samples,bracket_high,bracket_low,case_dir,comparison_C_alpha,comparison_C_mic,comparison_delta,comparison_delta_mic,comparison_ratio,estimator,gamma_factor,mean_A,mean_Erot_i,mean_Etr_i,mean_delta_E_closure,mean_epsilon_tr_f,mean_epsilon_tr_i,n_used,negative_due_to_exchange,residual,residual_high,residual_low,status,theta_used
2.5,0.5324562172981427,1.4952599853277206,,,,0.5,0,1.4952600300312042,1.495259940624237,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR2.5,1.4767540856305483,1.2674496112405749,0.018505899697172312,0.22781037408714577,1.0125314701189878,hcs-fixed-point,0.1418750304717713,0.12559208764443605,2.003394581777327,1.5208963381582277,0.5000088816572438,0.4705855655319316,0.4445543933080864,20000,False,-1.335359961496252e-09,-2.2543371558381153e-08,1.9872651579877498e-08,ok,0.7592247499919224
2.5,0.5544827804048329,1.289020597934723,,,,0.55,0,1.2890207767486572,1.2890204191207886,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR2.5,1.2500511278744553,1.2182145820897794,0.03896947006026763,0.0708060158449435,1.031174300947618,hcs-fixed-point,0.1326451927498109,0.07404445118610563,1.9913873833566729,1.6552260354160215,0.483705739817151,0.47720163841187624,0.4626076898240186,20000,False,-4.74942862815908e-10,-8.391594391587986e-08,8.296605810698132e-08,ok,0.8297214353969389
2.5,0.5670706084543627,1.2425783723592758,,,,0.6,0,1.2425784170627594,1.2425783276557922,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR2.5,1.1477996625324358,1.1803782076597813,0.09477870982684,0.06220016469949452,1.0825742617990721,hcs-fixed-point,0.12235596217093546,0.06108947596986966,2.013148910467226,1.7391889072043283,0.45912090407159123,0.48196141333892845,0.47044808843881303,20000,False,-8.81933268082058e-09,-2.8796533907415878e-08,1.1157868545774718e-08,ok,0.8732303227397225
2.5,0.582212251476427,1.0420038104057312,,,,0.65,0,1.0420039892196655,1.0420036315917969,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR2.5,0.9753881024867604,1.14810513588118,0.06661570791897076,-0.10610132547544882,1.0682966172635624,hcs-fixed-point,0.1109399977966937,0.009746717262480609,2.007586104351061,1.8564877239226458,0.42868034199494687,0.48352128318198295,0.4841693803318434,20000,False,-3.874866427722168e-09,-7.926302883487502e-08,7.151329597943068e-08,ok,0.9290399308164115
2.5,0.5884230448837456,0.9344716817140579,,,,0.7,0,0.9344717264175415,0.9344716370105743,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR2.5,0.8627466135438825,1.122958076844453,0.07172506817017543,-0.188486395130395,1.083135728433117,hcs-fixed-point,0.09915488811639912,-0.015269959069439048,2.0059799869717883,1.9080388779937103,0.3880941026411296,0.4840902666454895,0.4903019545217523,20000,False,-3.836648165833623e-09,-2.095845008653896e-08,1.3285153671604988e-08,ok,0.9531195200462397
2.5,0.5936815186987342,0.8191289603710175,,,,0.75,0,0.8191290497779846,0.8191288709640503,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR2.5,0.7550322415867498,1.1034008903705719,0.0640967187842677,-0.2842719299995544,1.0848926910055712,hcs-fixed-point,0.08458547968496223,-0.035781736203360205,1.9916293410604609,1.9453872445308655,0.3330144364198945,0.4864110470472673,0.49624269110982505,20000,False,5.584840978567485e-09,-2.398119502977636e-08,3.515087695915575e-08,ok,0.9740823943448236
2.5,0.5955134275409777,0.8510696887969971,,,,0.8,0,0.8510704040527344,0.8510689735412598,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR2.5,0.7090894479374718,1.0872827893904748,0.14198024085952532,-0.23621310059347778,1.2002289573938847,hcs-fixed-point,0.06969862105908822,-0.024427973591566655,2.002305310165378,1.9462857625788703,0.2752113528965,0.48700044207539256,0.4945247184189671,20000,False,-2.6437090711040057e-09,-1.9852871610548384e-07,1.9324129793552025e-07,ok,0.9815133028531007
2.5,0.6002922822599615,0.6704325675964355,,,,0.85,0,0.6704339981079102,0.6704311370849609,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR2.5,0.5105368300684507,1.0742226352764277,0.1598957375279848,-0.40379006767999215,1.3131913862248619,hcs-fixed-point,0.05412765816284293,-0.042996313845678535,2.00863875239157,2.009679118430823,0.2175021361015173,0.49025662614766513,0.5022883764711454,20000,False,4.453201141174645e-09,-3.057951709489748e-07,3.147015732313241e-07,ok,1.0012187332851366
2.5,0.5985679860971559,0.4692019820213318,,,,0.9,0,0.4692021608352661,0.46920180320739746,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR2.5,0.4040716883753747,1.0629623781101045,0.06513029364595707,-0.5937603960887727,1.1611849964243284,hcs-fixed-point,0.037214461274041356,-0.047252764105829966,2.0053404161084862,1.9941307171891542,0.1488381636067513,0.4852410287273073,0.49823716440323734,20000,False,8.23647187953025e-09,-1.83469824263649e-08,3.481992617154761e-08,ok,0.9940545602856402
2.5,0.6015801684259758,-0.32194578647613525,,,,0.95,0,-0.3219454288482666,-0.3219461441040039,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR2.5,-0.3043989270182512,1.0534797039018557,-0.017546859457884034,-1.375425490377991,1.0576442881378223,hcs-fixed-point,0.01919642152937458,-0.06089536076917227,1.98859322149105,2.0010362146115805,0.07658660840142711,0.48732053787656243,0.5002176587333084,20000,True,8.79154167174323e-09,-1.8579374587435193e-08,3.61624579343911e-08,ok,1.0066101479760394
