AR,B_theta,C0,C0_bootstrap_stderr,C0_ci95_high,C0_ci95_low,alpha,bootstrap_samples,bracket_high,bracket_low,case_dir,comparison_C_alpha,comparison_C_mic,comparison_delta,comparison_delta_mic,comparison_ratio,estimator,gamma_factor,mean_A,mean_Erot_i,mean_Etr_i,mean_delta_E_closure,mean_epsilon_tr_f,mean_epsilon_tr_i,n_used,negative_due_to_exchange,residual,residual_high,residual_low,status,theta_used
3.0,0.5438893861094068,1.350694552063942,,,,0.5,0,1.3506945967674255,1.3506945073604584,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.50_r1.00_AR3.0,1.3245371639770942,1.2255492538864161,0.026157388086847755,0.12514529817752584,1.019748323262072,hcs-fixed-point,0.14001751219646702,0.09110431323928021,2.003394581777327,1.5924961941950202,0.5034876805818713,0.4706853660050602,0.453691023198001,20000,False,4.2675901701372254e-09,-1.723070686132644e-08,2.5765887312623192e-08,ok,0.7949670826119225
3.0,0.5633064020407202,1.1983711421489716,,,,0.55,0,1.1983712315559387,1.1983710527420044,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.55_r1.00_AR3.0,1.171123442490574,1.173045009208043,0.027247699658397462,0.025326132940928447,1.0232662917245094,hcs-fixed-point,0.13098212203861193,0.05118797817643081,1.9913873833566729,1.7155429749012667,0.4855416045739768,0.4778698282204928,0.469744809767017,20000,False,2.727370246313754e-09,-3.9087300562901106e-08,4.454204097226189e-08,ok,0.8599567365205519
3.0,0.576766221383975,1.1085096299648285,,,,0.6,0,1.1085097193717957,1.1085095405578613,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.60_r1.00_AR3.0,1.0413146669493134,1.1303648955576246,0.06719496301551509,-0.021855265592796158,1.0645289701069638,hcs-fixed-point,0.11835452990431672,0.026643902663957157,2.013148910467226,1.8094483281176172,0.45242169918624847,0.4818435033595726,0.4783646151482856,20000,False,5.142769543553527e-11,-3.931971342963081e-08,3.942256887601303e-08,ok,0.9085069143425516
3.0,0.586851662135574,0.9639168381690979,,,,0.65,0,0.9639170169830322,0.9639166593551636,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.65_r1.00_AR3.0,0.9150209593471803,1.0965689609988092,0.04889587882191759,-0.13265212282971128,1.0534368948846835,hcs-fixed-point,0.11114919614170965,-0.009943407001380666,2.007586104351061,1.8922946918956542,0.4334686155513129,0.48318462361423553,0.48798262852784263,20000,False,-5.8889663423489225e-09,-8.178999760799499e-08,7.001206500656387e-08,ok,0.9469587689642338
3.0,0.5926495627044449,0.883020207285881,,,,0.7,0,0.8830202519893646,0.8830201625823975,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.70_r1.00_AR3.0,0.838978457828658,1.071033843428607,0.044041749457223056,-0.18801363614272604,1.052494493805248,hcs-fixed-point,0.09597904676378367,-0.026488404598252042,2.0059799869717883,1.9416832219455493,0.3788929517363456,0.485079639635294,0.49380361832473063,20000,False,-3.2274559136347136e-09,-1.9974716325421582e-08,1.3519804387129852e-08,ok,0.969925823801101
3.0,0.5953948122507514,0.7845383882522583,,,,0.75,0,0.784538745880127,0.7845380306243896,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.75_r1.00_AR3.0,0.7755708132758463,1.048470697136157,0.008967574976411985,-0.26393230888389874,1.011562548284321,hcs-fixed-point,0.08173491431973837,-0.041409002187424,1.9916293410604609,1.9592628795562979,0.3229258371386316,0.4862569210996786,0.4976583447479843,20000,False,9.14504641458258e-09,-1.05551260537462e-07,1.2384135333887158e-07,ok,0.9810301173889763
3.0,0.5998991210316394,0.7506104111671448,,,,0.8,0,0.7506105899810791,0.7506102323532104,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.80_r1.00_AR3.0,0.6522827201090535,1.0302109832021644,0.09832769105809125,-0.27960057203501965,1.1507439765408043,hcs-fixed-point,0.0698482722292333,-0.041594001344473386,2.002305310165378,1.9821105661771081,0.2783045648052491,0.4873756383947046,0.49817183163884093,20000,False,-1.5594793512097027e-09,-5.1056935720938945e-08,4.79379770601529e-08,ok,0.9995797769443353
3.0,0.6010580610020874,0.6533233821392059,,,,0.85,0,0.6533234715461731,0.6533232927322388,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.85_r1.00_AR3.0,0.5222363728766929,1.016062079309098,0.13108700926251304,-0.36273869716989204,1.2510108756700187,hcs-fixed-point,0.0521908902239536,-0.043757258987198316,2.00863875239157,2.016105367770572,0.21005497855488503,0.4908987719958997,0.5029247421747871,20000,False,8.02406625866059e-09,-1.0717576881535962e-08,2.6765709357223777e-08,ok,1.0044202798229447
3.0,0.6008110090026356,0.2774209976196289,,,,0.9,0,0.2774238586425781,0.2774181365966797,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.90_r1.00_AR3.0,0.2759798589750988,1.0039340352867543,0.0014411386445301044,-0.7265130376671254,1.0052218978945857,hcs-fixed-point,0.035950469891113425,-0.06266176281284,2.0053404161084862,2.0128502622976847,0.14445584300079367,0.4849744385692209,0.5001134748504293,20000,False,7.4146265238717035e-09,-4.053681151375277e-07,4.201973681991489e-07,ok,1.0033860695097883
3.0,0.6000015993600757,-0.19843900203704834,,,,0.95,0,-0.1984386444091797,-0.198439359664917,/home/muhammed/Documents/Thesis/Coll_Models/results/alpha_0.95_r1.00_AR3.0,-0.2531117988342195,0.9936919622421966,0.054672796797171186,-1.192130964279245,0.7839974388828069,hcs-fixed-point,0.019046807624056587,-0.05445005882692695,1.98859322149105,1.9879091757561895,0.07573967617696802,0.485884123382472,0.4989005225727751,20000,True,-3.6296945622737997e-09,-3.070422052026123e-08,2.3444831388774734e-08,ok,1.000006664026961
